has_healthy_diet,apple,banana,carrot,spinach,broccoli,orange,strawberry,grapes,gummy_candy
1.000000000000000000e+00,-4.884358573401050702e-02,1.913786040068423677e+00,-2.773382087936684393e-01,1.238849884673458801e+00,3.904508556456009333e-02,nan,6.995858941137450548e-02,8.478516263001241171e-01,-6.855316128530513087e-01
0.000000000000000000e+00,-9.840485230191854393e-01,-6.385761903770217351e-01,9.971037632409104901e-02,-2.208187855503294383e-01,7.102748764711764862e-01,1.304731699821519930e+00,-9.758383372350085683e-01,-7.339487916139325607e-01,-1.436239418312853955e+00
1.000000000000000000e+00,2.030372990759103935e+00,3.046694991218268367e-01,4.798023200515777464e-01,-1.340208385031048222e+00,-1.169989006874633209e-03,5.092479844130852751e-01,-2.527576905344249836e-01,1.075705624826394535e+00,2.311831125642829665e+00
1.000000000000000000e+00,-9.470628270939518423e-01,nan,-8.777560655285766567e-01,1.606199160016490657e+00,1.042355317029684425e+00,-1.355278177936484751e-01,3.655966440087427688e-02,-8.165436261967213838e-01,8.900271577431840830e-01
1.000000000000000000e+00,-3.799018241085537206e-01,-2.600765394549993115e-01,6.087897715292568401e-01,-1.879949380832211803e-01,-2.349659934978463871e-01,nan,7.953554137930766155e-01,1.646493075483833168e+00,5.854862322460819835e-01
0.000000000000000000e+00,nan,-1.998540621011243856e-01,-7.077978631687169564e-01,6.539862322351150947e-01,1.712408246005713564e-01,-1.422628648749749258e+00,-3.280696234255980337e-01,-8.289702348155358891e-02,-5.104578670284787290e-01
1.000000000000000000e+00,1.481735594542127332e+00,4.798390369022167423e-01,1.373174917888647872e+00,2.634252616521595702e-01,8.138783642507771421e-02,-9.365978176102491837e-01,1.192953319656672034e-02,1.305392567544019430e-02,-1.367113884034233173e+00
0.000000000000000000e+00,-5.395274697703948963e-01,-3.232825985163623739e-01,4.134795440557214596e-01,4.613501119857061350e-01,-5.813184819652048585e-01,4.688696025418848667e-01,-1.820789293485169935e-01,-2.869620024854956597e+00,-4.847020319515423226e-01
1.000000000000000000e+00,1.078988640142378497e+00,-1.681805756627679616e+00,1.126912004155402186e-01,1.585261214185287093e+00,-7.606129530104807079e-01,2.149080427685860946e-03,-1.304016257227921249e+00,nan,-8.333262699661428408e-02
1.000000000000000000e+00,4.662684279401815152e-02,1.354300465505622331e+00,6.614783946454810826e-01,-8.756287324967397812e-01,-6.472779240873158813e-01,4.949313045232986430e-01,-6.241210550629400222e-01,-2.117243312120526966e+00,-5.324079863907778959e-02
1.000000000000000000e+00,-1.480212661124809426e+00,1.616281753563725943e+00,1.767876377631527052e-01,-9.051750567435754569e-01,-6.986324146624537379e-01,-1.889397587873920425e+00,-1.099461886780503717e+00,1.016323202540699189e+00,2.231786145492391515e+00
1.000000000000000000e+00,7.263965131989584822e-01,-9.204253862102916572e-02,-4.319593756539166218e-01,-9.564958135763622638e-01,2.059765899339740525e+00,-1.887487018643748959e-01,2.115629830062504269e+00,nan,-1.740796431346273598e+00
0.000000000000000000e+00,-6.659523957592917709e-01,-6.690451241738223365e-01,-7.984636410573946186e-02,-6.031425311375348403e-02,2.996239095398142815e+00,-1.077227874474758762e+00,2.289699356643899730e-01,6.165077424678031548e-01,-1.572004469196182667e-03
1.000000000000000000e+00,1.101805777813580217e-01,-1.044808894306587188e+00,1.064861946026817718e-01,5.113989961743719004e-01,3.276005842711285920e-01,5.702009039120914391e-01,1.412607900636231983e+00,9.369665419143416996e-01,7.129461349743695942e-02
0.000000000000000000e+00,-1.171758351883277927e+00,-6.000052747111194185e-01,-2.196311519174153348e-01,nan,-4.783327614993950760e-01,-9.357331991843516050e-01,-1.188198689120337104e+00,-1.651177759055530991e+00,-2.349507037745688642e-01
0.000000000000000000e+00,-1.469665442070305028e+00,-1.000525684157392181e+00,-3.939018728443025030e-01,-1.335917309391433827e+00,3.797521884986969631e-01,7.402230636056872370e-01,-5.494270197753985396e-01,-4.370273076100017473e-01,5.374297701390774451e-01
0.000000000000000000e+00,-7.139950972346790214e-01,-7.827339115972951067e-01,1.196498478186290404e+00,8.841877387127871080e-01,6.015500023439195321e-01,9.256446213940928702e-01,-1.977278725367362933e+00,1.353835546793107358e+00,3.920621165837421818e-01
0.000000000000000000e+00,1.010781384005734918e+00,3.871617791163626254e-01,4.892482468015619396e-02,-2.753092123620545784e-01,3.671443768862054369e-01,-3.117479089045521179e-01,8.678761000651123991e-01,-1.586456644552200368e+00,-5.415758617942777464e-01
0.000000000000000000e+00,2.044823248476646427e+00,-6.260804635723924427e-01,-2.386837230634780149e-01,-8.825809333500762577e-01,nan,-7.362648901421948722e-01,nan,8.488665360350705624e-01,-6.987634188148158509e-01
0.000000000000000000e+00,7.886111192652208723e-01,8.222293155603564996e-01,nan,1.405409949180402851e-01,3.241259076976785725e+00,1.054533696542081955e+00,3.248776244068265484e-01,-8.759244140817351587e-01,-9.705912587414097792e-02
0.000000000000000000e+00,1.426326976900033960e+00,1.709534615626268739e+00,1.478329100440229249e+00,7.851923067296195935e-01,-1.255660206295571957e+00,4.871618178256700848e-01,-1.241402378052997690e+00,-1.487471193380758505e+00,2.391586845772385728e-01
1.000000000000000000e+00,5.231994472697504284e-01,9.033770984808047189e-01,4.971362403860939416e-01,5.315859857427482904e-01,-9.846525849923764007e-01,-1.049766846846663659e-01,-1.507116785634487810e+00,-2.003369129400195625e+00,7.406427098430741207e-01
1.000000000000000000e+00,-7.531243937909587460e-01,8.724985021430534671e-01,1.108347577880038681e+00,-6.193173246231976625e-01,5.903110945552990652e-01,-6.611567286136416088e-01,-1.845878874626823984e+00,1.233094044424584007e-01,-4.708738797157607237e-01
0.000000000000000000e+00,-4.400890105871317348e-01,1.975343117845525409e+00,-1.525856982732671785e+00,3.828711353714710497e-01,-9.948072371447514994e-01,nan,2.984312361750657838e-01,3.793443491806136048e-01,-9.448896176022598681e-01
0.000000000000000000e+00,-7.655879132883234295e-01,9.272505073458860991e-01,1.770797721727562779e+00,4.803078172241871391e-01,-8.974207207714327561e-01,3.389385224620682369e-01,2.427472044337609436e+00,1.024228107189116971e-01,1.461840859393599423e+00
0.000000000000000000e+00,-7.403293658387120058e-01,-4.208605163638678287e-02,6.195652061255425558e-01,3.973283082628640828e-01,-7.663886801111607916e-01,-8.095174571305996380e-01,9.882844031026585263e-01,1.191550812650145064e+00,1.512143558121920028e+00
1.000000000000000000e+00,1.803930483252867756e+00,1.346194363225964585e-01,-3.111992442315933971e-01,1.350990938778468875e+00,7.130692818515866893e-01,-9.824552586675914245e-01,-1.033635665518911395e+00,4.919302013563091047e-01,nan
0.000000000000000000e+00,-2.642995474069754006e-02,nan,7.590371449850357166e-01,1.329873248418431686e+00,-1.931536106373366479e+00,2.533979172212008080e-01,6.946885223972067980e-01,-1.526585856687683984e+00,nan
0.000000000000000000e+00,-8.404851623289190110e-01,2.169817105991618533e-02,1.627853968694063846e+00,2.022589404664900670e+00,-8.142875530732822664e-01,5.265572504935741582e-01,5.587978521423151435e-01,3.876257715147477523e-01,3.989796347392340348e-01
0.000000000000000000e+00,3.037425024513280558e-01,1.687570120806419771e+00,1.102466514368057648e+00,-1.060153897598267170e+00,7.957210808805492697e-01,8.923733745114521554e-01,3.149672871517888995e-01,1.131424370502729371e+00,1.880740342990371849e-01
0.000000000000000000e+00,2.004677210762507433e-01,1.212405446770433021e-01,-2.018244085799668852e+00,-8.039839390587399937e-02,-6.682505744545707005e-01,-1.186447978192557207e+00,1.434018284739522642e+00,5.042075185344577770e-01,-2.983108094454780743e-02
0.000000000000000000e+00,-5.648033511024262987e-01,2.961695846287402123e-01,9.914360933175131452e-01,-8.269658435469408042e-01,-4.828372276610007514e-03,8.680664988511724856e-01,-1.936001129084129913e+00,-5.756976240540404022e-02,-4.292913705475385755e-01
1.000000000000000000e+00,-1.338298577550339763e-01,-5.016285563719029561e-01,1.376246052072956083e-01,1.923627220422718054e+00,-3.239224739285510024e-01,2.917110090941066325e-01,1.994746418409112820e+00,-5.500155783725553249e-01,1.814675348928969090e+00
1.000000000000000000e+00,5.323006627107234982e-03,1.781896225864926242e+00,7.502011249463190756e-01,3.071083625824216901e-01,-6.563068188658653657e-02,-6.240414398792105688e-01,7.579154996435276403e-02,8.973614590200241770e-01,nan
1.000000000000000000e+00,-3.166228050618576928e-01,-2.507825341777729089e-01,9.924766135830532798e-01,1.225161455099855745e+00,nan,-6.685878574474897196e-01,3.793589196671123265e-01,1.527532064757254782e+00,1.145990308312559991e+00
1.000000000000000000e+00,-1.251852212179911605e+00,-2.640759699918621140e-01,-9.306035546895122801e-01,-2.675125219152582612e-01,1.604409996035354391e+00,-1.422600648783017174e+00,-1.618865293280190132e+00,-8.285541534336023917e-01,2.873106025759927795e-01
1.000000000000000000e+00,6.207548206407568214e-01,4.374484348615331752e-01,nan,-1.763085594233929188e+00,1.188336538358937045e+00,-3.120953200462914801e-01,7.314943098048676262e-01,-1.323425426763204404e+00,4.956697009070176393e-03
0.000000000000000000e+00,2.362707705890135790e-01,1.155751037498418121e+00,-1.585254622607765285e+00,3.075254853490416024e-02,-1.085235291142143010e+00,5.054960442082750971e-01,7.772165364561262058e-01,1.287170242508087759e+00,-5.350294543083744525e-01
1.000000000000000000e+00,9.272264856887904028e-01,1.360901587477053143e+00,-1.643246969855466810e+00,6.123449200984505403e-01,9.585112537801060428e-01,-2.587263863874373904e-01,-1.210773577525108502e+00,9.429557561096632012e-01,-1.199508827557756785e+00
1.000000000000000000e+00,-1.783514345109023513e-01,-4.012405780332902600e-02,7.155380517039994226e-01,-6.266315595125325766e-01,-6.845836888278550303e-01,9.891547876311090892e-02,1.006390477619749202e+00,2.287450000653147075e+00,nan
0.000000000000000000e+00,3.153420177865781104e-01,-1.086535026234291879e+00,1.018811243206742656e+00,-9.385445473092329793e-01,-6.746482181823237889e-01,-5.892708590639962329e-01,-7.619893871980389088e-02,3.231975968587074699e-01,4.837013936085136079e-01
1.000000000000000000e+00,-5.767546182783243533e-03,-1.329891022440581327e+00,7.277861503101892282e-01,-5.295866366302792727e-02,1.161734790014698815e+00,-7.077387794799366860e-01,-1.602274727350994521e+00,-3.402600268307526959e-02,1.295952688284264909e+00
0.000000000000000000e+00,1.609421366160508071e-01,-1.996697991728565436e-01,-8.703470176574331640e-01,1.757766466680822370e+00,-1.029602594884779343e+00,-7.253942576282399468e-01,5.700341960840228372e-01,-1.856020689886789699e+00,1.274590665381339694e+00
1.000000000000000000e+00,6.241931142173555713e-01,8.992310718111097279e-01,5.581170119496541293e-01,-1.611235174563700745e-01,-1.063148710155422894e+00,-1.400754412249606284e-01,-9.752363117526348102e-01,4.861553100763835178e-01,8.067798305481016508e-01
1.000000000000000000e+00,1.476808631198207600e+00,3.717676405528632100e-01,nan,-2.971447372301421752e-01,nan,4.736718908168014441e-01,-3.864728727169087774e-01,2.691857888276577015e-01,-1.061192189335421032e+00
1.000000000000000000e+00,-8.816276824763010778e-01,6.354093010182901846e-01,8.866900754060961232e-01,-9.856561689666805126e-01,6.706143105064207299e-01,nan,1.650517620030991783e-02,1.416944415790647005e+00,nan
1.000000000000000000e+00,7.958719880221928333e-01,1.908790358456966541e+00,-7.038793410497977687e-01,-9.858749749925457273e-01,-7.221222702285906569e-01,-2.545010534066150520e-01,-2.354550614291893496e+00,-2.074282366968103752e-01,-5.445707318949118969e-01
1.000000000000000000e+00,7.837597673977989565e-01,3.524193790100400570e-01,-6.006966277693369660e-01,5.899608453629039406e-01,7.232630598237695940e-01,-7.685457897914107495e-01,-4.930242553824184526e-01,-2.225363187097982642e+00,-1.090659974369284857e+00
1.000000000000000000e+00,-7.424695604235783675e-01,7.416617660602177475e-02,-9.453826793598152367e-01,-5.134519870491089932e-01,-1.225330681582599057e+00,1.711138985312706251e-01,4.257145945849076241e-01,4.023653484198223551e-01,1.236113190525933020e-02
1.000000000000000000e+00,-1.541072996501394288e+00,-6.199536638928508925e-01,-4.073066723184844973e-01,-4.032953129206253151e-01,7.498121798983636843e-02,1.425541372371018856e+00,8.120962126845997497e-01,-9.875177798486945990e-01,6.784028752966335674e-01
0.000000000000000000e+00,6.403023676657362273e-01,-8.060674729515648895e-01,8.488659226354390297e-01,nan,-1.409953490014444810e+00,4.552027246371418423e-01,2.169618236145242907e-01,-2.276776291858277346e-01,-3.745308498329950886e-02
1.000000000000000000e+00,-7.190854788884619708e-01,6.101305037971094247e-01,-4.345063450892595880e-02,1.664488439482279258e-01,3.571419244288724926e-01,-1.154585614426324902e+00,-8.942830218820519983e-01,-2.209944459616209222e+00,5.647422584904070453e-01
0.000000000000000000e+00,-1.212210023746766341e+00,1.325697098956523101e-01,3.709882249395528020e-01,6.023528388925202259e-01,-1.204016913836059244e+00,-6.516161814069104663e-02,nan,1.714314679984316303e+00,9.873230940269508427e-01
0.000000000000000000e+00,3.374931388188395220e-01,-1.005106388845377507e+00,7.186216253910530094e-01,-1.580212287468408805e-01,5.605282752728444340e-01,-6.328434548521166825e-01,-1.729331128399288764e-01,1.641473600764247476e-01,2.462780914938584031e-01
0.000000000000000000e+00,4.937227144602481244e-01,-5.791949845248993700e-01,-1.343284452110202754e+00,1.624785039899794725e+00,2.489254169023357832e+00,4.474207112023786403e-01,-1.323992094730110480e+00,-7.731951168428767840e-01,5.091175690509690543e-01
1.000000000000000000e+00,1.341115611681285902e+00,-1.212890634541856194e+00,-1.243328208489012238e-01,1.959320644439690451e-01,8.645784512858746274e-01,-3.436010944003793366e-01,-1.563814691321924633e+00,nan,1.124795965171238032e+00
0.000000000000000000e+00,nan,4.052400913064312382e-01,-4.744912294270706710e-01,-8.457727947258942836e-01,nan,3.874958478144609475e-01,4.903685994018825434e-01,1.502115147994613098e+00,-1.054842334318573105e+00
0.000000000000000000e+00,-5.520262681594221288e-01,1.579333488346955361e-01,nan,7.831365352724500850e-01,-1.873992209039840595e-01,-9.925328074971896397e-01,6.577167518766158238e-02,1.703387708067879425e-01,9.346820628963303790e-01
0.000000000000000000e+00,3.931409031474243365e-01,4.611463913598356501e-01,3.202916840072247973e-01,-1.882225212919304280e-01,-7.162191151112646814e-01,2.888383516593759914e-01,-3.331247658836406500e-01,1.689822620441015388e+00,1.342182294773218709e+00
0.000000000000000000e+00,6.328391323516082689e-01,3.784669392929855825e-01,-8.795905098117710874e-02,nan,-2.161722233219655898e-01,1.014000334052566898e-01,2.294564744446623006e-01,4.695363670158260727e-01,nan
0.000000000000000000e+00,-6.921540716928671344e-01,-6.830756072090112818e-01,1.450856679743158795e+00,7.709815891931486309e-01,-3.907709421333211974e-01,-1.072111689522367572e-01,-1.027139466748985402e-01,3.157412228138298943e-02,4.726830922386131562e-01
1.000000000000000000e+00,2.534992746099831162e+00,1.897565611626524373e-01,6.625981504252507204e-01,-1.686476706190142671e+00,-4.848999927788349984e-01,1.228815002716605154e+00,4.023153913566158701e-01,-4.389114584864836743e+00,6.740232023161967234e-01
0.000000000000000000e+00,1.918164394628768976e+00,-1.995907586119793242e+00,1.519387675645512248e+00,-2.771955630625928091e+00,nan,-8.648626012240201444e-03,-2.349971215244616385e+00,4.461378272397865108e-01,1.150839749152058555e+00
1.000000000000000000e+00,3.638870038215731295e-01,5.848276370596130480e-01,-4.116761123390616506e-01,-1.861389755221021902e+00,6.918640223370642328e-01,1.749753919446295658e+00,1.129580854227459019e+00,-1.987875829601346123e+00,nan
1.000000000000000000e+00,-8.459677417973404667e-01,-1.592975451280143284e+00,4.418991955603910476e-02,3.934158051805228262e-01,-1.430253283242367557e+00,7.771284592755282050e-01,6.011039440200139916e-01,-5.481591248437031050e-01,-1.725219859839841330e-01
0.000000000000000000e+00,-1.949801175653031571e+00,-3.322621562870741174e-01,7.384974130325763948e-03,1.687475952281895786e-01,3.788769120201739282e-01,2.442417432305722391e-01,-2.643436972656705297e-01,2.861949425543167114e-01,nan
0.000000000000000000e+00,-9.549807330964436847e-02,3.175948908316767461e-01,-1.861710626641184252e-01,-6.467589164795712886e-01,5.228796669176042355e-01,-5.552259441702052101e-01,3.861469009921905671e-01,2.825537151004551065e-02,-3.039346765201432210e-01
1.000000000000000000e+00,-3.281428321466606790e-01,-5.081209924156868674e-01,-1.645801172089013775e+00,3.828950951616920673e-01,2.315468252783204894e-01,8.496702524484937014e-01,nan,1.895383625476667389e+00,-3.797359478496331042e-01
0.000000000000000000e+00,-8.751096421946958914e-01,-9.936849198426648266e-01,-1.733922403229662290e+00,1.532627892393127800e+00,1.371067390768661909e+00,6.007451628847579883e-01,-8.960888077757798165e-01,1.811267681559119769e+00,-3.517191615216559430e-01
0.000000000000000000e+00,-2.690258312266523566e-01,1.437259080436076086e+00,6.589105844808722523e-01,2.201103138754593402e+00,2.487222603190195613e-01,-3.970307995787247801e-01,-6.118048834597957786e-01,-1.846996177190626920e+00,-2.785957728062044558e-01
1.000000000000000000e+00,nan,5.988341726560691969e-01,2.030800656040581201e-02,-9.949344438163292281e-01,2.268730180127372376e-01,1.012813705195373171e+00,4.307192564699844906e-01,1.667351696333591593e-01,-7.969576532812060465e-01
1.000000000000000000e+00,8.671818141120126722e-01,-3.131904818744180918e+00,nan,2.570321980944598739e+00,-1.508373387331847004e+00,-2.413694547013660041e-01,-7.910990124726409445e-03,-4.625828140565770852e-01,1.036374242558979475e+00
1.000000000000000000e+00,4.724510143553010133e-01,1.523003725473192904e-01,7.972725611692801362e-01,1.675070907174220150e-02,3.179864488823513913e+00,1.513469336567411228e-01,1.952820984897043477e-01,-1.710468049573275362e+00,-5.434503273034237969e-01
0.000000000000000000e+00,1.147377681799809590e+00,-1.335456850359872494e+00,-2.157557174301954817e+00,3.231547118757482212e-02,1.370744507474978002e+00,4.238122869612563626e-02,-3.361246026263435827e-01,-1.858487937740979978e+00,4.522541227021933397e-01
1.000000000000000000e+00,6.612751088830448598e-01,-1.781732499101100320e+00,1.134532448697218809e+00,7.656955258921090968e-01,1.132315942547345466e+00,5.835250918333418912e-01,6.536827088113185136e-01,5.207208987017388768e-01,8.684723215011956876e-01
1.000000000000000000e+00,nan,-1.501059433621514616e+00,-7.360079001897716910e-01,-1.298201716725532473e-01,3.881369233081793935e-01,3.246816532288500645e-01,1.117105811456031272e+00,1.148495298580350932e+00,-8.723851082937928991e-01
0.000000000000000000e+00,2.385761100504712462e-01,-8.478315477218382190e-01,-1.882470383535666536e-01,3.217913690484947575e-01,-3.408712076471690722e+00,2.411244039639684367e+00,5.664086773974751354e-01,-5.957032754134059527e-01,1.927369755230228021e+00
1.000000000000000000e+00,-3.474311704861943739e-01,1.325193858280577508e-01,-4.871158103976272469e-01,1.651991837443339328e+00,-1.049847063058803737e-01,1.494841007395092403e-01,1.203782153025446222e+00,5.851394574610765398e-01,-5.434806513407193507e-02
0.000000000000000000e+00,1.110390972357462980e+00,2.538483229427952015e+00,3.174104487994213186e-01,1.167600878725663927e-01,1.706270836190815487e-01,1.310429500831517657e+00,-5.991977350329223961e-01,-2.783175597116610001e-01,-1.537442949126641256e+00
0.000000000000000000e+00,-1.183867862639973678e+00,-5.178000026979704407e-01,nan,1.769083325770119508e+00,5.359928049252243865e-01,-9.120785101897938008e-01,-7.279804853641153040e-01,1.374748683230654356e+00,1.126610348629192293e+00
1.000000000000000000e+00,2.814991022420306258e-02,-4.425264655388322366e-01,1.124932835704642864e+00,-9.933271267246864822e-01,3.920303980575230440e-01,2.272658990893331232e+00,2.053556822514574776e-01,-7.756094792616042843e-01,4.103687026715377995e-01
0.000000000000000000e+00,-4.700087190153475758e-01,nan,7.010360268721067545e-01,1.117834400549722274e+00,-3.109066720725726651e-01,-3.772356740962733435e-01,-9.615653911218295935e-01,-1.499356004675665988e-01,-5.623683829231909126e-01
0.000000000000000000e+00,-1.011032686703255523e+00,1.892168830399606039e+00,4.664928167495073219e-01,5.723951080293523397e-01,8.833995689324271039e-01,7.710362167598053817e-01,-4.131099527967148077e-01,2.725526229714672066e-01,-2.690304842606602853e-01
1.000000000000000000e+00,4.384636247766600103e-01,3.416908859581642144e-01,-3.826602608642019065e-01,-1.329298722921799181e+00,1.462370569655076780e-01,-2.042694878072989217e-01,-1.890372247708758335e+00,5.076617688887175017e-01,9.653421122427754408e-01
1.000000000000000000e+00,2.528356475208950460e+00,-3.911975033206610552e-01,-5.387118965490677036e-01,-1.109421030439241340e+00,2.086419064870070894e-01,2.023181805583550985e-01,-8.112963347867491182e-01,nan,-1.978665666889356745e+00
1.000000000000000000e+00,nan,-7.706792596721667721e-01,-3.465635141297929156e-02,-1.426693421297779096e+00,-5.823535994615733902e-01,-2.795911535175272244e-01,-1.129084696083013616e-02,4.797325155225117821e-01,1.439075083486220263e+00
1.000000000000000000e+00,7.327109427693562216e-01,9.621645431462448883e-01,1.446104109943138205e+00,5.697078815226974680e-01,-3.670719561899533911e-02,1.009111906255055313e+00,1.073009285961656678e+00,6.485658379660352857e-01,-1.454627597036102893e+00
1.000000000000000000e+00,-8.414601530946475005e-01,-2.748541040304839922e-01,7.796210207358992283e-01,-2.134641907055974744e-02,1.136868633450563326e+00,1.315236628744281155e+00,1.199170468677206225e+00,1.205540564480286791e+00,-1.036993904658718213e+00
0.000000000000000000e+00,4.826354994557757738e-01,-6.075290409554162663e-01,-1.649066331359198445e+00,-2.874711320558361871e-01,1.324736965627251406e+00,4.607420101184634964e-01,nan,1.772301452681115386e-01,2.447802753592907443e+00
0.000000000000000000e+00,1.775212255170512399e-01,2.248029615373636422e-02,-1.279390087921496333e+00,1.110562740292767803e+00,-5.021251289404788931e-01,-6.470476394087270045e-01,1.281230563762572050e+00,1.158222668795957144e+00,nan
0.000000000000000000e+00,-3.621911340549811564e-01,-5.097586530525163862e-02,-5.985439769585145647e-02,7.825181806723980893e-01,1.553564668494229917e+00,3.681465551984069440e-01,1.974891085357358467e+00,8.971944180330614360e-01,-2.347993941144182473e-01
0.000000000000000000e+00,8.287114061289748701e-01,1.705940278708773183e+00,1.998288983341334424e+00,1.186891344599080744e+00,2.567445365799922441e-02,-2.166932540559204645e-01,5.760695035613908610e-01,1.673974495271046248e+00,4.337691222144515746e-01
1.000000000000000000e+00,4.545318718688108883e-01,5.139785431709231051e-02,-3.278910626312124266e-01,-1.621345066439177918e-01,1.354259852455300117e-01,1.718099996239822236e+00,-2.397137785308017799e-01,5.261207591138063189e-02,-8.653776604065086531e-01
0.000000000000000000e+00,nan,1.366679178718282595e+00,1.624497845956755837e+00,2.033645246957104247e-01,5.743542832792355446e-01,-1.535503221700380283e-01,5.280186796945225414e-01,3.139651524992144171e-01,nan
0.000000000000000000e+00,1.377536922771294692e-01,4.519222833936487604e-01,-2.941524348455642479e-01,-2.424967920780332908e-01,1.707362013671553491e+00,2.710546768846382903e+00,-1.204366948534043802e+00,-1.259471204376058751e+00,-9.571528278081498087e-01
0.000000000000000000e+00,-1.032884150385550703e-01,8.957805110372569768e-01,5.912529420482719456e-01,1.720311367804683300e-01,5.289355469578989055e-01,-6.920861566283694755e-01,-2.441227717526189001e-01,-2.009454837579681755e-02,-1.584216338871852647e+00
0.000000000000000000e+00,-1.161310204722596051e+00,-1.121566061277659010e+00,7.641082236837742903e-01,2.453549485724163814e-01,6.110612000739430449e-01,-1.839654989802464335e+00,-1.483566686051603245e+00,6.632154402564953699e-01,nan
1.000000000000000000e+00,1.224629357599804624e+00,-1.823317143522789952e+00,8.433448919249784126e-01,-8.885846247569626488e-01,1.048903715171582540e+00,3.208160913916494827e+00,-2.273177630121125503e+00,6.953771478606484147e-01,nan
0.000000000000000000e+00,4.267689222175041208e-01,-2.067721635518939283e-01,1.297823224618432914e-01,-9.116862763282369553e-01,7.805411094965003516e-01,-1.448357837970380979e+00,1.241637262898740213e+00,-4.092503066101826348e-01,-1.402690677403089614e+00
0.000000000000000000e+00,1.594936823340698195e+00,-6.734265280915312235e-02,1.907635970442026263e+00,1.221356129313342143e+00,-7.981457047864349841e-01,-8.498980093674890490e-02,1.210379396635743315e-01,1.526303199986439374e+00,4.375177133671149798e-01
0.000000000000000000e+00,1.762926210964592677e-01,-1.998795870983076928e-01,-5.055703585463910271e-02,1.304592085678324409e+00,3.705350797474348760e-03,-3.949972712981746903e-01,-5.645071656136868565e-01,-5.537651538361619830e-01,-1.402095996042765025e+00
0.000000000000000000e+00,-7.503753083264790291e-01,1.498420275650323097e+00,-2.065992605674965843e-01,7.044116685560983804e-01,nan,5.683113089658791139e-01,-1.613527043691137253e-01,-4.814400228905087453e-01,1.809599574211317174e-01
1.000000000000000000e+00,-4.958252538120277997e-01,-2.123874919888355972e+00,9.222479411719373132e-01,2.430175613481930508e-01,-3.139424547478518179e-01,-9.661853720724373762e-01,-1.469857516107134998e+00,2.238927070680576115e-01,1.613440960225358989e+00
0.000000000000000000e+00,2.031664767410381878e-01,-1.382761606092826057e+00,nan,-5.334296224672792353e-02,8.640436260742303531e-01,6.067331774117264986e-01,-2.985822534109923598e+00,5.452422044284568337e-01,-1.003479409504083764e+00
0.000000000000000000e+00,-1.421728741448698985e+00,-1.884734103735637156e-01,4.109711090300115499e-01,-1.640734610286824324e+00,7.045764170575514740e-01,7.633388475315998623e-01,4.697619629949774389e-02,-8.676236302270485812e-01,-9.793780041892919952e-01
0.000000000000000000e+00,1.025932131580227447e+00,-1.511222686495904854e+00,1.064470460819178399e+00,-1.651991591304367013e-01,-9.583449964285711831e-02,-1.708087705413324997e+00,-1.467166301285866004e-01,6.135855160113758977e-01,-1.336410087851981121e+00
1.000000000000000000e+00,4.986358672518454993e-01,8.901225367902267094e-02,-6.437556138323068389e-01,8.546730864913043568e-01,-2.202256768978556156e+00,3.466807487437090218e-01,nan,1.439943139100661629e+00,3.898067205385224998e-01
1.000000000000000000e+00,nan,-6.358025565476308483e-01,-3.029257939056420601e-01,5.438072479179061336e-01,-8.072438054594162082e-01,7.574238180503809481e-01,2.133160518003323958e+00,-6.188323512739503374e-02,-1.344394803283305295e+00
1.000000000000000000e+00,-1.344744746316412831e+00,7.765655517115754858e-01,-5.974617896044361054e-02,8.768308960640529559e-01,-5.336342491593495385e-01,8.306235475398315860e-01,-1.582991734497254666e-01,-7.325040553239491325e-01,-4.009984788023844837e-01
1.000000000000000000e+00,-1.197054355423236460e+00,1.989359558581611509e+00,-9.638181355848705889e-02,6.445140886821959514e-01,-5.368691328707992927e-01,-1.051927821979823152e+00,-2.338805109179351860e-01,1.101192533379198535e+00,-5.207317913982836277e-01
1.000000000000000000e+00,-8.705319727294154042e-01,1.554642443691434950e-01,4.990226007177441248e-01,1.642848168853183077e+00,3.537504783724948476e-01,6.439926785312349855e-01,7.192752369203215812e-01,-1.153015381932630312e+00,-9.633320704695442771e-01
0.000000000000000000e+00,-1.083896289605650320e+00,-1.332145755691645617e+00,7.954598748704035938e-01,2.900500916637553384e-01,7.949606309144953420e-02,-2.592716515402268662e+00,2.055476858618618508e+00,-8.942720041535556774e-01,2.051812755938957622e+00
0.000000000000000000e+00,-1.449241480651316083e+00,-8.124011585565369398e-01,-2.202849382509629805e+00,3.621249759426974912e-01,-1.101256820811232329e+00,-1.073000154098354253e+00,-1.372514217174397366e+00,7.773550627378630340e-01,7.114636515675470951e-01
1.000000000000000000e+00,1.812033891078785430e+00,-6.857066210729733102e-01,2.188193710468003539e-01,-1.289335197401951572e+00,-3.350390227353180483e-01,-5.188453132811775559e-01,4.644499574954208398e-01,1.017021806418191066e+00,9.910666908314998969e-01
0.000000000000000000e+00,-8.428122722176107917e-01,nan,-4.408513710779706635e-02,-3.245968958970149587e-01,nan,-5.599357943615520528e-01,1.742313846196233307e+00,3.074107664940235463e-01,1.746118475012049254e-01
1.000000000000000000e+00,-2.622468585369467364e-01,2.445978611438028416e+00,1.305010488846424677e+00,-7.210621147987926749e-01,-2.736150547046242165e-01,-2.142445433709103675e-01,1.458719782825994571e-01,-7.012259926314352576e-01,4.388165233616966310e-01
